Exercise,URL,Description
Prone Y Raise,https://vimeo.com/111471582,"1. Keep your chin tucked and head in line with the rest of your spine. 2. Tuck your tailbone under and use your abs to keep your ribs pulled down. 3. With your thumbs up, squeeze your shoulder blades together as you move your hands out and upward. 4. Don’t jut your chin out, shrug your shoulders, allow your shoulders to roll forward, or arch your lower back.
"
Prone YTI,https://vimeo.com/111472865,"1. Keep your chin tucked and head in line with the rest of your spine. 2. Tuck your tailbone under and use your abs to keep your ribs pulled down. 3. With your thumbs up, squeeze your shoulder blades together as you move your arms in the YTI motion. 4. Don’t jut your chin out, shrug your shoulders, allow your shoulders to roll forward, or arch your lower back.
"
Pull-Up,https://vimeo.com/111472867,1. Fully extend your arms and let your shoulder blades spread at the bottom. 2. Pull the bar to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward at the finish.
Pull-Up With Iso,https://vimeo.com/111472869,1. Fully extend your arms and let your shoulder blades spread at the bottom. 2. Pull the bar to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward at the finish.
Pushup,https://vimeo.com/111472871,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears."
Pushup Iso,https://vimeo.com/111472875,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep and hold this position for the allotted time. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears."
Pushup to Single-Arm Support,https://vimeo.com/111473395,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish the pushup and then reach one hand over to the opposite shoulder without arching your back, flaring your ribs or rotating your hips."
Quadruped Extension-Rotation,https://vimeo.com/111473397,"1. Keep your abs braced, chin tucked and head in line with the rest of your spine. Keep your tailbone tucked under. 2. With one hand clasped behind your head, rotate your shoulders forward. Move only at your upper back. 3. Follow your elbow with your eyes to help drive upper back movement."
Quadruped Rock Back,https://vimeo.com/111473402,1. Begin in an all-fours position. 2. Keep your abs braced and your ribs pulled down. Keep your head in line with the rest of your spine. 3. Push your hips back until you feel a stretch.
Rack Pull,https://vimeo.com/111473401,"1. Begin with your abs tightly braced and your ribs pulled downward. Think of tucking your tailbone between your knees to keep your lower back from arching too much. 2. Lower to the bar while pushing your hips back and loading a light stretch into your hamstrings. 3. Keep your weight on your heels, your feet straight forward, your knees straight over your little toes and abs braced. 4. Pull upward while maintaining good positioning (knees straight forward, neutral spine, weight through heels. 5. Keep your abs locked and ribs down at the top."
"Reach, Rock, Lift",https://vimeo.com/111473404,"1. Keep your ribs down and abs tight. Tuck your tailbone under so that you don’t arch your lower back. 2. Slide your arm out as far as it will go, roll your hand over, raise your arm up and lock your shoulder blade firmly downward and in. 3. Move from your arm and shoulder only.
"
Rear-Foot-Elevated Barbell Split Squat,https://vimeo.com/111473741,"1. Lock your ribs down with your abs and tuck your tailbone under. 2. Step back onto the bench while keeping your pelvis square. 3. Space your feet so that at the bottom position your forward knee is at about 90 degrees, your forward shin is vertical and the trailing leg knee is just off the ground and slightly behind your hips. Your ankle should rest on the edge of the bench. 4. Don't let your pelvis roll open as you lower to the bottom position. 5. Keep your weight through your forward heel. 4. Squat upward while keeping your forward knee tracking straight over your toes and your abs tight. 5. Don't let your ribs flare or arch your lower back at the top."
Rear-Foot-Elevated Bodyweight Split Squat,https://vimeo.com/111473744,"1. Lock your ribs down with your abs and tuck your tailbone under. 2. Step back onto the bench while keeping your pelvis square. 3. Space your feet so that at the bottom position your forward knee is at about 90 degrees, your forward shin is vertical and the trailing leg knee is just off the ground and slightly behind your hips. Your ankle should rest on the edge of the bench. 4. Don't let your pelvis roll open as you lower to the bottom position. 5. Keep your weight through your forward heel. 4. Squat upward while keeping your forward knee tracking straight over your toes and your abs tight. 5. Don't let your ribs flare or arch your lower back at the top."
Rear-Foot-Elevated Dumbbell Split Squat,https://vimeo.com/111473746,"1. Lock your ribs down with your abs and tuck your tailbone under. 2. Step back onto the bench while keeping your pelvis square. 3. Space your feet so that at the bottom position your forward knee is at about 90 degrees, your forward shin is vertical and the trailing leg knee is just off the ground and slightly behind your hips. Your ankle should rest on the edge of the bench. 4. Don't let your pelvis roll open as you lower to the bottom position. 5. Keep your weight through your forward heel. 4. Squat upward while keeping your forward knee tracking straight over your toes and your abs tight. 5. Don't let your ribs flare or arch your lower back at the top."
Rear-Foot-Elevated Dumbbell Split Squat Jump,https://vimeo.com/111473749,"1. Lock your ribs down with your abs and tuck your tailbone under. 2. Step back onto the bench while keeping your pelvis square. 3. Space your feet so that at the bottom position your forward knee is at about 90 degrees, your forward shin is vertical and the trailing leg knee is just off the ground and slightly behind your hips. Your ankle should rest on the edge of the bench. 4. Don't let your pelvis roll open as you lower to the bottom position. 5. Keep your weight through your forward heel. 4. Jump explosively upward while keeping your forward knee tracking straight over your toes and your abs tight. 5. Don't let your ribs flare or arch your lower back at the top. 6. Land gently with a soft knee and lower under control into the next rep."
Rear-Foot-Elevated Goblet Split Squat,https://vimeo.com/111473750,"1. Lock your ribs down with your abs and tuck your tailbone under. 2. Step back onto the bench while keeping your pelvis square. 3. Space your feet so that at the bottom position your forward knee is at about 90 degrees, your forward shin is vertical and the trailing leg knee is just off the ground and slightly behind your hips. Your ankle should rest on the edge of the bench. 4. Don't let your pelvis roll open as you lower to the bottom position. 5. Keep your weight through your forward heel. 4. Squat upward while keeping your forward knee tracking straight over your toes and your abs tight. 5. Don't let your ribs flare or arch your lower back at the top."
Rear-Foot-Elevated Single-Arm Dumbbell Split Squat,https://vimeo.com/111478018,"1. Lock your ribs down with your abs and tuck your tailbone under. 2. Step back onto the bench while keeping your pelvis square. 3. Space your feet so that at the bottom position your forward knee is at about 90 degrees, your forward shin is vertical and the trailing leg knee is just off the ground and slightly behind your hips. Your ankle should rest on the edge of the bench. 4. Don't let your pelvis roll open as you lower to the bottom position. 5. Keep your weight through your forward heel. 4. Squat upward while keeping your forward knee tracking straight over your toes and your abs tight. 5. Don't let your ribs flare or arch your lower back at the top."
Renegade Row,https://vimeo.com/111478020,1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Do not let your lower back sag. 4. Row one weight toward your lower ribs without arching your back or rocking your hips. 6. Finish the row with your shoulder blade packed tightly inward and down and then return the weight to the ground and do a row on the opposite side.
Renegade Row With Pushup,https://vimeo.com/111478021,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish the pushup by spreading your shoulder blades apart, with your shoulders pulled down away from your ears. 5. Row one weight toward your lower ribs without arching your back or rocking your hips. 6. Finish the row with your shoulder blade packed tightly inward and down and then return the weight to the ground and do a row on the opposite side."
Renegade Row With Pushup and Feet Elevated,https://vimeo.com/111478022,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish the pushup by spreading your shoulder blades apart, with your shoulders pulled down away from your ears. 5. Row one weight toward your lower ribs without arching your back or rocking your hips. 6. Finish the row with your shoulder blade packed tightly inward and down and then return the weight to the ground and do a row on the opposite side."
Reverse Crunch,https://vimeo.com/111481752,"1. Keep your toes pointed up and heels pulled tight to your hamstrings. 2. Exhale your ribs downward toward your pelvis and try to keep them in this position. 3. Bring your knees to your shoulders by pulling your pelvis forward. 4. Pull slowly and under control, and return to neutral starting point before each rep. Keep your head down. 5. Don’t use momentum or jerk your head up. 
"
Reverse Landmine Lunge,https://vimeo.com/111481754,1. Lower with your weight on your forward heel. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. Drive upward with your weight rooted through the heel of your forward foot. 5. Keep your knee tracked straight ahead over your toes.
Reverse Lunge With Posterolateral Reach,https://vimeo.com/111481755,"1. Lower with your weight on your forward heel. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. Drive upward with your weight rooted through the heel of your forward foot and your knee tracked straight ahead over your toes. 5. At the top of each rep, reach your arms out and rotate through your upper back towards your forward leg."
Reverse Pattern Single-Leg Romanian Deadlift,https://vimeo.com/111481756,"1. Begin with your abs tightly braced and your ribs pulled downward. Think of tucking your tailbone between your knees to keep your lower back from arching too much. 2. Lower to the bar while pushing your hips back and loading a light stretch into your hamstrings. 3. Keep your weight on your heels, your feet straight forward, your knees straight over your little toes and abs braced. 4. Pull upward while maintaining good positioning (knees straight forward, neutral spine, weight through heels. 5. Keep your abs locked and ribs down at the top. 6. Shift to one leg and lower the bar without rocking your hips open or moving from your lower back. Keep your abs locked down."
Ribs-Down Breathing,https://vimeo.com/111481757,"1. Keep your glutes tight and your pelvis flat. Place your hand on the bottom of your ribs. 2. Take a deep breathe in through the nose making sure to feel the expansion through entire abdomen (belly, ribs, and low back). 3. Breathe out forcefully through the mouth like you are sighing and you will feel your core contract and your lower ribs drop. 4. Keep your core tight and your lower ribs locked down as you continue to breathe the same way. Think of expanding in a 360 degree fashion through your back, sides and ribs as you inhale. 5. Don’t allow your shoulders to rise as you breathe.
"
Ring Plank,https://vimeo.com/111483007,1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Do not let your lower back sag.
Ring Pushup,https://vimeo.com/111483008,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears."
Ring Row,https://vimeo.com/111483410,"1. Keep your ribs down, abs tight and tailbone tucked between your knees. 2. Allow your shoulder blades to spread apart at the bottom. 3. Pull your lower ribs to the bar, finishing with your shoulder blade locked inward and down. 4. Don't let your shoulder capsule shift forward at the finish of the movement."
Ring Row With Feet Elevated,https://vimeo.com/111483009,"1. Keep your ribs down, abs tight and tailbone tucked between your knees. 2. Allow your shoulder blades to spread apart at the bottom. 3. Pull your lower ribs to the bar, finishing with your shoulder blade locked inward and down. 4. Don't let your shoulder capsule shift forward at the finish of the movement."
Rocked-Back Quadruped Extension-Rotation,https://vimeo.com/111483767,"1. Keep your abs braced, chin tucked and head in line with the rest of your spine. 2. Sit back into your heels, keep your pelvis stable and lower back still. 3. Rotate your shoulders and move from your upper back. 4. Follow your elbow with your eyes to help drive upper back movement.
"
Rocking Ankle Mobilization,https://vimeo.com/111483768,"1. With your hands and feet on the ground and hips in the air, move your feet towards your hands until you can just get your heel to the ground. 2. Working one ankle at a time, gently lift your heel off the ground, and then rock it back down until it lightly touches. 3. Keep your abs tight and your ribs pulled down so that you don't arch your lower back."
Romanian Deadlift With Dowel,https://vimeo.com/111483766,"1. Keep your ribs pulled down and abs tightly braced to keep your lower back from arching. 2. With your knees slightly bent, push your hips back until you get a light stretch in your hamstrings. 3. Return upward and lock your hips out while tucking your tailbone downward between your knees. 4. Don't let your lower back arch during the movement."
Salute Plank,https://vimeo.com/111522689,"1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Do not let your lower back sag. 4. Move your arms alternately without arching your back, flaring your ribs or rolling your hips."
Scalene and Upper Trap Mobilization With Lacrosse Ball,https://vimeo.com/111522691,"1. Place the lacrosse ball into the scalene muscles just behind your collarbone, and then into the thickest part of your upper trap. 2. Shorten and lengthen the muscle by moving your head and apply pressure to release tissue adhesions."
Scapular Pushup,https://vimeo.com/111522692,"1. Begin in a pushup plank position with your abs tight, ribs pulled down toward your pelvis, and tailbone tucked under. 2. Spread your shoulder blades as far apart as you can by pushing the floor away with your elbows. Keep your shoulder blades pulled downward away from your ears. 3. Lower back to the plank position while squeezing your shoulder blades together and down toward your back pockets."
Scapular Pushup on Elbows,https://vimeo.com/111522693,"1. Begin in a plank position with your abs tight, ribs pulled down toward your pelvis, and tailbone tucked under. 2. Spread your shoulder blades as far apart as you can by pushing the floor away with your elbows. Keep your shoulder blades pulled downward away from your ears. 3. Lower back to the plank position while squeezing your shoulder blades together and down toward your back pockets."
Scapular Wall-Slide,https://vimeo.com/111522694,"1. Tuck your tailbone between your knees and press your lower back into the wall. 2. Keep the back of your head, your hands and elbows in contact with the wall, or very close to it. 3. Slide your arms up and down the wall without losing your contact points."
Seated Dumbbell Curl,https://vimeo.com/111522885,1. Curl the weight without letting your shoulders pop forward. 2. Don't arch your lower back.
Seated Dumbbell Overhead Press,https://vimeo.com/111522887,1. Keep your abs tight and ribs pulled down to stabilize your spine. 2. Press the weights overhead without arching your back or flaring your ribs out. 3. Keep your shoulders pulled downward away from your ears to avoid shrugging.
Side Plank,https://vimeo.com/111522888,1. Position your spine by locking your ribs down in an exhaled position with your abs. 2. Keep your tailbone tucked under and your ribs pulled down throughout the movement. 3. Hold for the allotted time.
Side Plank Wall-Slide,https://vimeo.com/111522889,"1. Position your spine by locking your ribs down in an exhaled position with your abs. 2. Keep your tailbone tucked under and your ribs pulled down throughout the movement. 3. While keeping your toes pointed forward and your hips square, raise your top-side foot as far up the wall as you can. 4. Don't let your toes rotate upward to the ceiling, roll your hips back or arch your lower back."
Side Plank Wall-Slide With Arm Abducted,https://vimeo.com/111522891,"1. Position your spine by locking your ribs down in an exhaled position with your abs. 2. Keep your tailbone tucked under and your ribs pulled down throughout the movement. 3. While keeping your toes pointed forward and your hips square, raise your top-side foot as far up the wall as you can. 4. Don't let your toes rotate upward to the ceiling, roll your hips back or arch your lower back."
Side Plank With Row,https://vimeo.com/111523237,"1. Your body should form a straight line, from heels to head. Keep your abs and glutes braced and your tailbone tucked under. Your abs should be pulling your ribs downward toward your pelvis 2. Begin by raising your top leg and lowering it back under control to help set your spine and pelvis. 3. Your elbow should be directly under your shoulder. Keep your head in line with the rest of your spine. 4. Pull the weight with your shoulder blade and finish with your shoulder blade squeezed inward and down. 5. Don’t let your hips sag, or tilt your head. Don’t push your hips back or rotate your shoulders forward. 
"
Side-Lying Banded External Rotation With Abduction,https://vimeo.com/111523239,"1. While keeping your elbow slightly elevated and locked at 90 degrees, rotate your upper arm. 2. Ensure the movement comes from the upper arm. Don’t try to pull back with your shoulder blade or allow your ribs to flare at the finish."
Side-Lying Cable External Rotation With Abduction,https://vimeo.com/111523239,"1. While keeping your elbow slightly elevated and locked at 90 degrees, rotate your upper arm. 2. Ensure the movement comes from the upper arm. Don’t try to pull back with your shoulder blade or allow your ribs to flare at the finish."
Side-Lying Clam Shell,https://vimeo.com/111523242,1. Keep your hips square. 2. Move from the hip only.
Side-Lying Dumbbell External Rotation With Abduction,https://vimeo.com/111523245,"1. While keeping your elbow slightly elevated and locked at 90 degrees, rotate your upper arm. 2. Ensure the movement comes from the upper arm. Don’t try to pull back with your shoulder blade or allow your ribs to flare at the finish."
Side-Lying Extension Rotation,https://vimeo.com/111523511,"1. Keep your abs braced, chin tucked and head in line with the rest of your spine. Use your abs to pull your ribs down, and tuck your tailbone under so that you don't extend your lower back. 2. Your upper hip and knee should both be bent at 90 degrees. 3. Rotate your arm so that your thumb faces the ground at the end of each movement. 
"
Side-Lying Windmill,https://vimeo.com/111523512,"1. Keep your abs braced, chin tucked and head in line with the rest of your spine. Use your abs to pull your ribs down, and tuck your tailbone under so that you don't extend your lower back. 2. Your upper hip and knee should both be bent at 90 degrees. 3. Slide your arm in an arc overhead as you rotate at the upper back. Your thumb should touch the ground through almost the entire movement."
Single-Arm Band Pull-Apart,https://vimeo.com/111523513,1. Keep your shoulder blades pulled downward away from your ears throughout the movement. 2. Let your shoulder blade spread outward as you move your hand out in front of your body. 3. Finish the rep by squeezing your shoulder blades together as you pull the band back.
Single-Arm Band Row,https://vimeo.com/111523514,"1. Keep your ribs down, abs tight and tailbone tucked between your knees. 2. Pull the band back, finishing with your shoulder blade locked inward and down. 3. Don't let your shoulder capsule shift forward at the finish of the movement."
Single-Arm Dumbbell Bench Press,https://vimeo.com/111523516,"1. Keep your abs locked tightly to prevent spinal rotation. 2. Keep your shoulder blades packed tightly inward and down at the bottom of each rep. 3. Only lower as far as you can without popping your shoulder capsule forward or losing stability, then press back up."
Single-Arm Dumbbell Curl,https://vimeo.com/111524882,1. Curl the weight without letting your shoulders pop forward. 2. Don't arch your lower back.
Single-Arm Dumbbell Floor Press,https://vimeo.com/111524883,"1. Keep your shoulder blades packed tightly together and down at the bottom of each rep. 2. Only lower as far as you can without popping your shoulder capsule forward or losing stability, then press back up."
Single-Arm Dumbbell Push Press,https://vimeo.com/111524885,1. Keep your abs tight and ribs pulled down to stabilize your spine. 2. Dip your knees slightly while keeping your weight on your heels and drive upward. 3. Use the momentum to assist as you lock the weights overhead without arching your back.
Single-Arm Dumbbell Reverse Lunge,https://vimeo.com/111524886,1. The dumbbell goes on the same side as your trailing leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.
Single-Arm Dumbbell Reverse Lunge From Deficit,https://vimeo.com/111524887,1. The dumbbell goes on the same side as your trailing leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.
Single-Arm Dumbbell Reverse Lunge to Romanian Deadlift,https://vimeo.com/111525382,"1. Lower with your weight on your forward heel. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. Drive upward with your weight rooted through the heel of your forward foot. 5. Keep your knee tracked straight ahead over your toes. 6. After the lunge, hinge forward at the hips by pushing your hips back without rolling them open. 7. Keep your ribs down and don't arch your back. 8. Stop when you get a slight stretch in your hamstring, then return to the start."
Single-Arm Dumbbell Reverse Lunge With Blocked Knee,https://vimeo.com/111525383,1. The dumbbell goes on the same side as your trailing leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.
Single-Arm Dumbbell Romanian Deadlift,https://vimeo.com/111525384,1. Keep your ribs pulled down and abs tightly braced to keep your lower back from arching. 2. Push your hips back until you get a light stretch in your hamstrings. 3. Keep your hips flat - don't let them roll open. 4. Return upward and lock your hips out while tucking your tailbone downward between your knees. 5. Don't let your lower back arch during the movement.
Single-Arm Dumbbell Row,https://vimeo.com/111525385,"1. Keep your ribs down and your abs tight so that your lower back doesn't arch excessively. 2. Pull the weight towards your lower ribs, finishing with your shoulder blade locked inward and down. 3. Don't let your shoulder capsule shift forward at the finish of the movement."
Single-Arm Dumbbell Slideboard Reverse Lunge,https://vimeo.com/111525388,1. The dumbbell goes on the same side as your trailing leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.
Single-Arm Dumbbell Split Squat,https://vimeo.com/111526577,1. The dumbbell goes on the same side as your trailing leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Both of your knees should be at about 90 degrees at the bottom. 6. Drive upward with your weight rooted through the heel of your forward foot. 7. Keep your knee tracked straight ahead over your toes.
Single-Arm Dumbbell Step-Up,https://vimeo.com/111526578,1. The weight goes on the opposite side of your working leg. 2. Keep your ribs down and don't arch your back as you're moving. 3. Step onto the box while keeping your hips square. 4. Keep your weight rooted through your heel - Don't come up onto your toes. 5. Step up without rotating your hips open or arching your back. 6. Keep your knee tracking straight over your toes the whole time - don't let it collapse inward.
Single-Arm Face Pull,https://vimeo.com/111526579,"1. Let your shoulder blades spread apart when your arms are forward. 2. Pull towards your face and finish with your thumb pointed upward and your shoulder blades squeezed together and downward. 3. Don't arch your back, rotate your spine or let your ribs flare out during the movement."
Single-Arm Half-Kneeling Band Press,https://vimeo.com/111526580,"1. Position your knees so that they are both at 90 degrees. 2. Keep your trailing hip fully extended. 3. Keep your ribs down, abs tight and tailbone tucked between your knees. 4. Press the band forward, finishing with your shoulder blade spread outward and your hand pushed as far forward as you can. 5. Don't let your back arch or lose your hip and knee position as you press. 6. Return by pulling your shoulder blade inward and down as your hand comes back."
Single-Arm Half-Kneeling Band Pull-Down,https://vimeo.com/111526581,1. Start in a tall position with your chest high and a 90° angle at both knees. 2. Squeeze the glute of your down knee and tuck your tailbone under. Your pelvis should be squared and level. 3. Brace your abs to pull your lower ribs down. 4. Keep your knee out over your little toe as you pull the band downward toward your chest. 5. Finish with your shoulder blade locked inward and down toward your back pocket.
Single-Arm Half-Kneeling Band Row,https://vimeo.com/111532987,"1. Position your knees so that they are both at 90 degrees. 2. Keep your trailing hip fully extended. 3. Keep your ribs down, abs tight and tailbone tucked between your knees. 4. Pull the band back, finishing with your shoulder blade locked inward and down. 5. Don't let your shoulder capsule shift forward at the finish of the movement."
Single-Arm Half-Kneeling Cable Press,https://vimeo.com/111532989,"1. Position your knees so that they are both at 90 degrees. 2. Keep your trailing hip fully extended. 3. Keep your ribs down, abs tight and tailbone tucked between your knees. 4. Press the cable forward, finishing with your shoulder blade spread outward and your hand pushed as far forward as you can. 5. Don't let your back arch or lose your hip and knee position as you press. 6. Return by pulling your shoulder blade inward and down as your hand comes back."
Single-Arm Half-Kneeling Cable Row,https://vimeo.com/111532990,"1. Position your knees so that they are both at 90 degrees. 2. Keep your trailing hip fully extended. 3. Keep your ribs down, abs tight and tailbone tucked between your knees. 4. Pull the cable back, finishing with your shoulder blade locked inward and down. 5. Don't let your shoulder capsule shift forward at the finish of the movement."
Single-Arm Hands-Elevated Pushup,https://vimeo.com/111532993,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears. 5. Don't let your spine rotate or tilt to the side throughout the movement."
Single-Arm Landmine Press,https://vimeo.com/111532996,"1. Keep your chest high, abs tight and lower ribs pulled down. Keep your head in line with the rest of your spine. 2. Keep your hips facing squarely forward. 3. Press the weight while keeping your shoulder pulled down away from your ears so that you're not shrugging. 4. Don’t arch your lower back, let your lower ribs flare out, let your shoulder roll forward or lean your body to complete the press.
"
Single-Arm Landmine Row,https://vimeo.com/111541974,"1. Keep your ribs down and your abs tight so that your lower back doesn't arch excessively. 2. Pull the weight towards your lower ribs, finishing with your shoulder blade locked inward and down. 3. Don't let your shoulder capsule shift forward at the finish of the movement."
Single-Arm Lying Dumbbell Rolling Triceps Extension,https://vimeo.com/111541980,"1. Brace your abs and keep your ribs down. 2. Keep your upper arm still while you lower the weight towards your head. 3. Roll the weight to a bench press position and then press back up while keeping your elbow close to your body. 
"
Single-Arm Lying Dumbbell Triceps Extension,https://vimeo.com/111541980,"1. Brace your abs and keep your ribs down. 2. Keep your upper arm still while you lower the weight towards your head. 3. Press back up while keeping your elbows close to your body. 
"
Single-Arm Overhead Band Press,https://vimeo.com/111541983,1. Engage your abs to pull your ribs downward. Tuck your tailbone under. 2. Press overhead while moving only your arm. Keep your shoulder pulled down away from your ears so that you don't shrug. 3. Don’t arch your lower back or flare your ribs out. Don't let the band pull you to the side.
Single-Arm Overhead Dumbbell Reverse Lunge,https://vimeo.com/111543715,1. The dumbbell goes on the same side as your trailing leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.
Single-Arm Overhead Dumbbell Reverse Lunge From Deficit,https://vimeo.com/111543716,1. The dumbbell goes on the same side as your trailing leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.
Single-Arm Plank,https://vimeo.com/111543717,"1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Do not let your lower back sag. 4. Move your arms alternately without arching your back, flaring your ribs or rolling your hips."
Single-Arm Plate Curl,https://vimeo.com/111543719,"1. Grip the weight tightly with your thumb on the lipped side of the weight, and curl it."
Single-Arm Seated Overhead Dumbbell Press,https://vimeo.com/111543721,1. Keep your abs tight and ribs pulled down to stabilize your spine. 2. Press the weights overhead without arching your back or flaring your ribs out. 3. Keep your shoulders pulled downward away from your ears to avoid shrugging.
Single-Arm Standing Band Row,https://vimeo.com/111544495,"1. Begin with your abs tight, ribs down and tailbone tucked under so that you don't arch your lower back. 2. Pull the band toward your lower ribs and finish with your shoulder blade locked tightly inward and down toward your back pockets. 3. Don't let your shoulder capsule pop forward at the finish, and don't arch your lower back."
Single-Arm Standing Cable Row,https://vimeo.com/111544497,"1. Begin with your abs tight, ribs down and tailbone tucked under so that you don't arch your lower back. 2. Pull the cable toward your lower ribs and finish with your shoulder blade locked tightly inward and down toward your back pockets. 3. Don't let your shoulder capsule pop forward at the finish, and don't arch your lower back."
Single-Arm Standing Split-Stance Band Press,https://vimeo.com/111544500,"1. The band goes in the hand on the same side as your trailing leg. 2. Keep your trailing hip fully extended. 3. Keep your ribs down, abs tight and tailbone tucked between your knees. 4. Press the band forward, finishing with your shoulder blade spread outward and your hand pushed as far forward as you can. 5. Don't let your back arch or lose your hip and knee position as you press. 6. Return by pulling your shoulder blade inward and down as your hand comes back."
Single-Arm Standing Split-Stance Band Row,https://vimeo.com/111544501,"1. The band goes in your hand on the same side as your forward knee. 2. Keep your trailing hip fully extended. 3. Keep your ribs down, abs tight and tailbone tucked between your knees. 4. Pull the band back, finishing with your shoulder blade locked inward and down. 5. Don't let your shoulder capsule shift forward at the finish of the movement."
Single-Arm Standing Split-Stance Cable Press,https://vimeo.com/111544505,"1. The cable goes in the hand on the same side as your trailing leg. 2. Keep your trailing hip fully extended. 3. Keep your ribs down, abs tight and tailbone tucked between your knees. 4. Press the handle forward, finishing with your shoulder blade spread outward and your hand pushed as far forward as you can. 5. Don't let your back arch or lose your hip and knee position as you press. 6. Return by pulling your shoulder blade inward and down as your hand comes back."
Single-Arm Standing Split-Stance Cable Row,https://vimeo.com/111544999,"1. The cable goes in your hand on the same side as your forward knee. 2. Keep your trailing hip fully extended. 3. Keep your ribs down, abs tight and tailbone tucked between your knees. 4. Pull the cable back, finishing with your shoulder blade locked inward and down. 5. Don't let your shoulder capsule shift forward at the finish of the movement."
